label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Gaming,laptop-dell-alienware-m15-r7,Laptop Dell Alienware M15 R7,14000000,56,57,dell,alienware,2.0,"Trang bị CPU i7 12700H giúp bạn thỏa thích chiến các tựa game nặng Màn hình 15.6 inch Full HD cùng tần số quét 165Hz giúp bạn thoải mái tận hưởng đồ họa game RAM 16GB cùng ổ cứng SSD 512GB giúp bạn lưu trữ lượng lớn dữ liệu và mở các tab được nhanh hơn Hệ thống cổng kết nối dồi dào, hỗ trợ tối đa cho việc kết nối thiết bị bên ngoài",Đen,2024,Hàn Quốc,NVIDIA GeForce RTX 3060,"Intel Core i7 12700H 2.1GHz (14lõi /20 luồng, 24MB cache)",16GB,DDR5 4800MHz,16GB DDR5 4800MHz 2 thanh RAM hỗ trợ tối đa lên đến 64GB,"SSD 512GB (M.2, PCIe)",512GB,165Hz,Tấm nền IPS,15.6 inches,Tốc độ phản hồi 3ms Advanced Optimus  NVIDIA G-SYNC  Tấm phủ Matte,1920 x 1080 pixels (FullHD),,,356.2 x 272.5 x 23.95 mm,2.69 kg,"Wi-Fi 6, Nhận diện khuôn mặt",,,,Windows 11,,Wi - Fi 6,Bluetooth 5.2,3 x USB Type-A 3.2 Gen 1 1 x Cổng Type-C 1 x HDMI 1 x Power DC In 1 x RJ-45 Realtek RTL8111H-CG 1Gbps Ethernet port 1 x Jack cắm tai nghe
Gaming,laptop-gaming-acer-nitro-v-anv16-41-r6na,Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R6NA,18000000,56,24,acer,nitro,0.0,"Laptop gaming Acer Nitro với hiệu năng mạnh mẽ từ CPU AMD Ryzen 7-8845HS. Màn hình 16 inch WUXGA 165Hz cho hình ảnh sắc nét, mượt mà trong các tựa game. RAM 16GB DDR5 và SSD 512GB PCIe NVMe cho khả năng đa nhiệm và khởi động nhanh chóng. Card đồ họa RTX 4060 mạnh mẽ hơn RTX 4050, đáp ứng tốt các tựa game AAA ở mức thiết lập cao.",Đen,2023,Nhật Bản,NVIDIA GeForce RTX 4060 8GB GDDR6 VRAM,"AMD Ryzen 7 8845HS (8 lõi, 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)",16GB,DDR5 5600 MT/s,"16GB DDR5 5600 MT/s 2 khe (1x16GB, nâng cấp tối đa 32GB)","512GB PCIe NVMe SSD, 2 khe SSD (Up to 2TB PCIe Gen4 NVMe SSD)",512GB,165 Hz,Tấm nền IPS,16 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBAcer ComfyVie Màn hình LCD TFT có đèn nền LED Góc nhìn rộng lên đến 170 độ,1920 x 1200 pixels (WUXGA),DTS X:Ultra Audio Kết xuất âm thanh sống động qua tai nghe và loa trong DAC SNR cao Acer Purified Tương thích với Cortana bằng giọng nói Công nghệ Acer TrueHarmony,Vỏ nhựa,361.8 x 278.4 x 24.74 - 25.46 mm (W x D x H),2.5 kg,Wi-Fi 6,Bàn phím có đèn nền màu hổ phách,Giải pháp TPM của MSFT Pluton Security Processor Firmware Người dùng BIOS bảo mật mật khẩu giám sát Khe khóa Kensington,720p HD video at 30 fps,Windows 11 Home Single Language,57Whr 4-cell Adapter: 135W AC adapter,Wi-Fi 6E Wireless LAN,Bluetooth 5.3,"1x USB Type-C  2x USB Standard A  1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC"
Gaming,laptop-lenovo-legion-7-16irx9-83fd006jvn,Laptop Lenovo Legion 7 16IRX9 83FD006JVN,19000000,30,0,lenovo,legion,1.4,"Trang bị CPU Intel Core i9-14900HX và card đồ họa RTX 4070 giúp máy xử lý đa nhiệm mượt mà, chơi game và chạy các ứng dụng đồ họa nặng một cách dễ dàng. Màn hình 16 inch 3.2K, tần số quét 165Hz, độ sáng tối đa 430 nits, công nghệ Dolby Vision, G-SYNC mang đến trải nghiệm hình ảnh sống động, sắc nét và mượt mà. RAM DDR5-5600 dung lượng 32GB và ổ cứng SSD 1TB, cho phép khởi động máy, truy cập dữ liệu và chạy ứng dụng nhanh chóng. Trang bị đầy đủ các cổng kết nối phổ biến như USB-A, USB-C, HDMI, jack cắm tai nghe, khe đọc thẻ nhớ và Wi-Fi 6E, giúp bạn dễ dàng kết nối với các thiết bị ngoại vi.",Trắng,2024,Đài Loan,"NVIDIA GeForce RTX 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 115W","Intel core i9-14900HX (24 nhân / 32 luồng, up to 5.8 GHz, 36MB cache)",32GB,DDR5-5600,"32GB DDR5-5600 2 khe (2x 16GB, tối đa 32GB DDR5-5600)",1TB SSD M.2 2280 PCIe 4.0x4 NVMe,1TB,165 Hz,Tấm nền IPS,16 inches,Độ sáng tối đa 430 nits Màn hình chống chói Độ phủ màu 100% DCI-P3Ánh sáng xanh thấp Dolby Vision G-SYNC,3200 x 2000 pixel (WQHD+),Âm thanh độ nét cao (HD) Realtek ALC3287 codec Loa âm thanh nổi Âm thanh HARMAN Nahimic Audio 2 x 2W,Vỏ kim loại,357.7 x 262.5 x 17.6-19.8 mm (W x D x H),2.24 kg,"Wi-Fi 6, Bảo mật vân tay",Đèn nền RGB cho mỗi phím,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập E-shutter,Windows 11 Home Single Language,99.9Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.3,2x USB-A  3x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ 1x Đầu nối nguồn
Gaming,laptop-gigabyte-g5-mf5-52vn353sh,Laptop Gigabyte G5 MF5-52VN353SH,12000000,87,62,gigabyte,g5,0.0,"Sở hữu màn hình 15.6 inch với lớp vỏ đen thời thượng CPU Intel Core i5 hỗ trợ mình giải quyết nhanh gọn hàng loạt tác vụ văn phòng Word, Excel,... Card  RTX 4050 6GB GDDR6 giúp giải quyết được khối lượng công việc nặng RAM 16GB cùng ổ cứng 512 GB SSD ch không gian lưu trữ đủ lớn, lưu trữ tài liệu, hình ảnh,...",Đen,2023,Trung Quốc,RTX 4050 6GB GDDR6,"Intel Core i5-13500H (18MB Cache, 2.6 GHz up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,DDR5 4800MHz,16GB DDR5 4800MHz 2 khe (Hỗ trợ tối đa 64GB),512GB SSD M.2 NVMe,512GB,144 Hz,Tấm nền IPS,15.6 inches,,1920 x 1080 pixels (FullHD),,,360 x 238 x 227 mm,2 kg,Wi-Fi 6,15 màu đèn nền,,HD webcam,Windows 11 Home,"54 Wh, Pin liền",Wi-Fi 6E,Bluetooth 5.2,1 x HDMI1 x Mini DisplayPort2 x USB Type C1 x USB 3.21 x USB 2.01 x Thẻ SD2 x Jack cắm tai nghe 1 x Cổng RJ-45 LAN
Gaming,laptop-lenovo-ideapad-5-pro-16ach6-82l500levn,Laptop Lenovo ideapad 5 Pro 16ACH 82l500levn,12000000,80,70,lenovo,ideapad,2.0,"Card đồ hoạ RTX 3050 - Thoả sức sáng tạo với khả năng xử lý đồ hoạ 3D vượt trội 16GB Ram onboard - Xử lý đa nhiệm tốt, không lo giật lag trong quá trình sử dụng Pin 75Wh - Cung cấp thời lượng pin đủ dùng 512GB SSD - Lưu trữ thảoi mái, khởi động nhanh chóng",Xám,2022,Nhật Bản,NVIDIA GeForce RTX 3050 4GB,AMD Ryzen 7 5800H,16GB,DDR4,16GB DDR4 Ram onboard,512GB SSD,512GB,,Tấm nền IPS,16 inches,Anti-glare,2560 x 1600 (WQXGA),High Definition (HD) Audio,,356 x 251 x 16.9-18.4 mm,1.9 kg,Wi-Fi 6,,,IR & 720p,Windows 11 Home,4 Cell 75Wh,Wi-Fi 6 11ax,BT5.1,1x USB 3.2 Gen 1  1x USB 3.2 Gen 1  1x USB-C 3.2 Gen 2  1x HDMI 1.4b  1x Card reader  1x Headphone / microphone combo
Gaming,laptop-asus-tuf-gaming-dash-f15-fx517zc-hn077w,Laptop ASUS TUF Dash F15 FX517ZC-HN077W,14000000,3,42,asus,tuf,0.0,"""Cấu hình card đồ họa Geforce RTX 3050 cùng chip I5-12450H cho khả năng cân được các thể loại game hạng nặng, cân được các chỉnh sửa hình ảnh, video Ram 8GB với 1 khe cắm có thể nâng cấp tối đa lên 32GB cùng ổ cứng SSD có không gian lưu trữ lên tới 512GB cho tốc độ xử lý mượt mà, nhanh chóng Màn hình 15.6 inches với tần số 144Hz trên tấm nền IPS mang đến trải nghiệm chơi game siêu mượt mà và sắc nét cùng màn hình chống lóa giúp bảo vệ mắt khỏi ánh sáng xanh có hại từ máy tính Năng lượng bất tận để chiến đấu cùng các con game chỉ với 4-cell, 76WHrs Tích hợp Webcam HD 720p cho phép đàm thoại thông qua video thoải má Đa dạng hóa cổng giao tiếp thuận tiện cho việc sử dụng Trọng lượng máy 2.0 kg cho cảm giác chắc tay Máy đi kèm Windows 11 Home SL bản quyền""",Đen,2023,Singapore,NVIDIA GeForce RTX 3050 4GB GDDR6,Intel Core i5-12450H,8GB,DDR5 4800Mhz,8GB DDR5 4800Mhz 2 khe cắm tối đa 32GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512GB,,Tấm nền IPS,15.6 inches,"Tần số quét 144Hz, màn hình chống loá",1920 x 1080 pixels (FullHD),2 Loa,,"4-cell, 76WHrs",2.00 Kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,"4-cell, 76WHrs",Wi-Fi 6(802.11ax),v5.2,1x Thunderbolt™ 4 support DisplayPort  1x USB 3.2 Gen 2 Type-C support DisplayPort  2x USB 3.2 Gen 1 Type-A  1x HDMI 2.0  1x 3.5mm Combo Audio Jack
Gaming,laptop-msi-gaming-gf63-thin-12uc-803vn,Laptop MSI Gaming GF63 Thin 12UC-803VN,15000000,95,34,msi,gf63,1.9,"Trang bị chip Intel Core i5-12450H, card đồ họa rời NVIDIA GeForce RTX 3050 4GB, chiến mượt các tựa game Esports, AAA ở mức cài đặt đồ họa trung bình. Màn hình 15.6 inch Full HD (1920x1080) với tần số quét 144Hz, cho trải nghiệm gaming mượt mà, không giật lag. Vỏ máy mỏng nhẹ, đường nét thiết kế mạnh mẽ, dễ dàng mang theo khi di chuyển. Công nghệ tản nhiệt Cooler Boost độc quyền từ MSI giúp máy luôn mát mẻ, ổn định hiệu năng trong thời gian dài. Công nghệ âm thanh mang đến trải nghiệm âm thanh vòm sống động, tăng thêm phần hấp dẫn cho game thủ.",Đen,2021,Đài Loan,NVIDIA GeForce RTX 3050 4 GB GDDR6,"Intel Core i5 Alder Lake - 12450H 2.00 GHz (12MB, 8 nhân, 12 luồng)",8GB,DDR4,8GB DDR4 2 khe (1 khe 8 GB + 1 khe rời) (nâng cấp tối đa 64GB),512 GB SSD NVMe PCIe Gen 4.0  Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng,512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 400 nits  Màn hình chống chói  Độ phủ màu 45% sRGB  Thời gian phản hồi 25ms,1920 x 1080 pixels (FullHD),"Loa âm thanh nổi, 2W x2",Vỏ nhựa - nắp lưng kim loại,359 x 254 x 21.7 mm,1.86 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,52.4 Wh,Wi-Fi 6 (802.11ax),Bluetooth 5.2,1x USB Type-C  1x Jack tai nghe 3.5 mm  3x USB 3.2  1x HDMI  1x LAN (RJ45)
Gaming,laptop-asus-rog-strix-g16-g614ju-n4450w,Laptop ASUS ROG Strix G16 G614JU-N4450W,15000000,59,16,asus,rog,1.0,"Bộ vi xử lý Intel Core i7-13650HX mạnh mẽ, máy cung cấp hiệu suất vượt trội cho đa nhiệm và ứng dụng nặng. RAM 16GB cùng ổ cứng 1TB PCIe giúp lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh chóng. Card đồ họa NVIDIA GeForce RTX 4050 6GB mang lại trải nghiệm đồ họa mượt mà cho các tựa game hiện đại. Màn hình 16.0 inch WUXGA với tần số quét 240Hz cho hình ảnh sắc nét và chuyển động mượt mà.",Xám,2023,Nhật Bản,NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,"Intel Core i7-13650HX (2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,DDR5-4800 SO-DIMM,16GB DDR5-4800 SO-DIMM 2x SO-DIMM (Nâng cấp tối đa 32GB),1TB PCIe 4.0 NVMe M.2 SSD2x DDR5 SO-DIMM slots 2x M.2 PCIe,1TB,240 Hz,Tấm nền IPS,16 inches,Độ sáng 500nitsĐộ phủ màu DCI-P3 100%Màn hình chống chóiG-SyncDolby Vision HDRROG intelligent coolingROG Nebula Display,2560 x 1600 (WQXGA),Công nghệ chống ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ Smart Amp Hỗ trợ Microsoft Cortana trường gần/trường xa,,35.4 x 26.4 x 2.26 ~ 3.04 cm (Dài x Rộng x Dày),2.50 kg,"Wi-Fi 6, MUX Switch",Bàn phím Chiclet có đèn nền RGB 4 vùngAura SyncMUX Switch + NVIDIA Advanced Optimus,Mật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),720P HD camera,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,1x RJ45 LAN 1x Thunderbolt 4 hỗ trợ DisplayPort (40Gbps) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL1x Giắc cắm âm thanh kết hợp 3.5 mm
Gaming,laptop-asus-rog-strix-scar-18-g834jyr-r6199,Laptop ASUS ROG Strix SCAR 18 G834JYR-R6199,12000000,55,22,asus,rog,3.1,"Bộ vi xử lý Intel Core i9-14900HX, máy cung cấp hiệu suất ấn tượng cho các tác vụ nặng. RAM 64GB và ổ cứng 2TB PCIe mang đến không gian lưu trữ lớn và tốc độ truy xuất nhanh.  Card đồ họa NVIDIA GeForce RTX 4090 16GB cho trải nghiệm đồ họa xuất sắc, xử lý mượt mà các tựa game hiện đại.  Màn hình 18.0 inch 2.5K với tần số quét 240Hz cho hình ảnh sắc nét và chuyển động mượt mà.",Đen,2023,Nhật Bản,NVIDIA GeForce RTX 4090 (686 AI TOPs) 16GB GDDR6Intel UHD Graphics,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",64GB,DDR5-5600 SO-DIMM,"64GB DDR5-5600 SO-DIMM 2x SO-DIMM (2x 32GB, nâng cấp tối đa 64GB)",2TB (1TB + 1TB PCIe 4.0 NVMe M.2 SSD (RAID 0))2x DDR5 SO-DIMM 2x M.2 PCIe,2TB,240 Hz,Mini Led,18 inches,Độ sáng 1100nitsĐộ phủ màu DCI-P3 100.00%Màn hình chống chóiG-SyncROG Nebula HDR DisplayDolby Vision HDR,2560 x 1600 (WQXGA),Công nghệ chống ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ Smart AmpHệ thống 4 loa với Công nghệ khuếch đại thông minh,,39.9 x 29.4 x 2.31 ~ 3.08 cm (Dài x Rộng x Dày),3.10 kg,"Wi-Fi 6, MUX Switch",Bàn phím Chiclet có đèn nền RGB cho từng phímAura SyncMUX Switch + NVIDIA Advanced Optimus,Mật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),720P HD camera,Windows 11,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,"1x 2.5G LAN  1x Thunderbolt 4 (DisplayPort / G-SYNC) (40Gbps) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL 1x Giắc cắm âm thanh kết hợp 3.5mm, Micrô mảng tích hợp"
Gaming,laptop-lenovo-legion-slim-5-16irh8-82ya008hvn,Laptop Lenovo Legion Slim 5 16IRH8 82YA008HVN,19000000,24,8,lenovo,legion,3.7,"Sở hữu thiết kế vượt trội với đường nét Gaming táo bạo Màn hình 16 inch WQXGA cùng màn hình chống chói hỗ trợ hiển thị sắc nét CPU Intel Core i7-13700H mạnh mẽ cân mọi tựa game hay các tác vụ đồ họa nặng Card đồ họa NVIDIA GeForce RTX 4050 chơi mọi game nặng với chỉ số FPS cao RAM 16GB cùng ổ cứng 512GB SSD cho không gian lưu trữ rộng rãi, mở máy cực nhanh",Xám,2022,Trung Quốc,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 100W","Intel Core i7-13700H, 14 lõi (6P + 8E) / 20 luồng, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB",16GB,SO-DIMM DDR5-5200,16GB SO-DIMM DDR5-5200 2 khe DDR5 SO-DIMM (Nâng cấp tối đa 32GB),512GB SSD M.2 2280 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),512GB,165 Hz,Tấm nền IPS,16 inches,Độ sáng 300nits  Màn hình chống chói  Độ phủ màu 100% sRGB G-SYNC  Hạn chế ánh sáng xanh,2560 x 1600 (WQXGA),"High Definition (HD) Audio Realtek ALC3287 codec Loa âm thanh nổi, 2W x2 Nahimic Gaming Audio",Vỏ nhựa,359.7 x 260.3 x 19.9 - 21.9 mm (W x D x H),2.4 kg,Wi-Fi 6,4-Zone RGB,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập E-shutter,Windows 11 Home Single Language,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,"1x USB 3.2 Gen 2  1x USB 3.2 Gen 2 (Luôn bật) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Sạc 140W, DisplayPort 1.4) 1x HDMI, up to 8K/30Hz 1x Đầu đọc thẻ 1x Ethernet (RJ-45) 1x Head"
Gaming,laptop-asus-gaming-tuf-fx506lhb-hn188w,Laptop ASUS Gaming TUF FX506LHB-HN188W,12000000,76,50,asus,tuf,3.4,"""Chip I5-10300H cùng card đồ họa rời GeForce GTX 1650 edit video thoải mái, chiến game hiệu năng hàng đầu Ram 8GB, nâng cấp tối đa 32GB cùng ổ cứng SSD có không gian lưu trữ lên tới 512GB mang lại thời gian khởi động hay load ứng dụng nhanh chóng Màn hình 15.6 inches với độ phân giải Full HD, độ phủ màu SRGB 62.5% chất lượng hiển thị rõ ràng Đa dạng cổng giao tiếp, dễ dàng sử dụng Bàn phím được tích hợp đèn nền LED RGB - sống động trong từng trận đấu Vỏ nhựa cứng cáp, trọng lượng máy 2.30 kg cho cảm giác cầm chắc tay  Máy đi kèm Windows 11 Home bản quyền""",Đen,2022,Trung Quốc,NVIDIA® GeForce® GTX 1650 4GB,Intel Core i5-10300H,8GB,DDR4 2933MHz,8GB DDR4 2933MHz 2 khe cắm tối đa 32GB,512GB M.2 NVMe PCIe 3.0 SSD,512GB,144Hz,Tấm nền IPS,15.6 inches,"Màn hình chống lóa, độ sáng 250 nit, độ phủ màu 45% NTSC,  62.5% SRGB,  47.1% Adobe",1920 x 1080 pixels (FullHD),Loa kép,Vỏ nhựa,35.9 x 25.6 x 2.47 ~ 2.49 cm,2.30 Kg,Wi-Fi 6,LED RGB,Khóa Kensington,720p,Windows 11 Home SL,"48WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax),v5.2,1x USB 2.0 Type-A   2x USB 3.2 Gen 1 Type-A   1x USB 3.2 Gen 1 Type-C support DisplayPort™ / G-SYNC   1x 3.5mm Combo Audio Jack   1x HDMI 2.0b
Gaming,laptop-asus-gaming-rog-zephyrus-g14-ga401qc-k2199w,Laptop ASUS Gaming ROG Zephyrus G14 GA401QC-K2199W,23990000,74,7,asus,rog,1.0,"""Tích hợp card đồ họa Geforce RTX 3050 siêu chiến cùng con chip R7-5800HS - Không ngại các tác vụ 3D nặng nề, phù hợp với game thủ hay dân đồ hoạ chuyên nghiệp Ram 8GB với 1 khe cắm có thể nâng cấp tối đa lên 24GB cùng ổ cứng SSD có không gian lưu trữ lên tới 512GB cho tốc độ xử lý mượt mà, nhanh chóng, đa nhiệm Độ phân giải WQHD kết hợp cùng công nghệ Adaptive-Sync và màn hình 14.0 inches 120Hz siêu lớn mang lại trải nghiệm hình ảnh, màu sắc tuyệt vời  Trang bị công nghệ Smart Amp Technology siêu hiện đại giúp tận hưởng bữa tiệc âm thanh trọn vẹn Bàn phím được tích hợp đèn LED đơn sắc giúp thỏa sức làm việc trong môi trường thiếu sáng Năng suất nguyên ngày chỉ với 4 pin Li-ion 76WHrs Thiết kế vỏ nhựa cứng cáp, trọng lượng máy chỉ 1.60 kg thuận tiện mang theo và di chuyển Máy đi kèm Windows 11 bản quyền""",Xám,2021,Nhật Bản,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800HS,8GB,DDR4,"8GB DDR4  1 khe cắm onboard, 1 khe cắm rời hỗ trợ tối đa 24GB",512GB M.2 NVMe™ PCIe® 3.0 SSD,512GB,,Tấm nền IPS,14 inches,Tần số quét 120Hz;  Độ sáng 300nits;  Tỷ lệ tương phản 1:1000;  Hỗ trợ dải màu 100.00% DCI-P3;  Màn hình chống chói;  Công nghệ Adaptive-Sync,2560 x 1440 pixels (2K),"2x 0.7W tweeter   2x 2.5W speaker, công nghệ Smart Amp Technology",Vỏ nhựa,32.4 x 22.2 x 1.79 ~ 1.79 cm,1.60 Kg,Wi-Fi 6,LED đơn sắc,"Khoá vật lý Kensington, mật khẩu bảo vệ quản trị viên BIOS và người dùng",,Windows 11 Home SL,"76WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6(802.11ax),v5.1,1x USB 3.2 Gen 2 Type-C   1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort™ / power delivery / G-SYNC  2x USB 3.2 Gen 1 Type-A  1x Combo jack tai nghe 3.5mm  1x HDMI 2.0b
Gaming,laptop-gigabyte-g5-mf-e2vn333sh,Laptop Gigabyte G5 MF-E2VN333SH,15000000,81,43,gigabyte,g5,2.3,"Siêu phẩm dành cho game thủ với màn hình rộng 15.6 inch cùng lớp vỏ đen cá tính CPU Intel Core i5-12500H cân mọi tác vụ nặng nhẹ từ văn phòng tới giải trí VGA RTX 4050 mạnh mẽ cho mọi thao tác đồ họa cực mượt Tần số quét 144Hz giúp mọi thao tác chơi game nhanh gọn mà không lo giật, xé hình RAM 8GB kết hợp cùng ổ cứng 512GB SSD cho không gian lưu trữ thoải mái, mở máy chỉ trong tích tắc",Đen,2024,Đài Loan,NVIDIA GeForce RTX 4050 6GB GDDR6 2130MHz  Intel Iris Xe Graphics,Intel Core i5-12500H (2.5GHz~4.5GHz),8GB,DDR4 3200MHz,8GB DDR4 3200MHz 1 thanh 8GB + 1 khe SO-DIMM (Nâng cấp tối đa 64GB),512GB Gen 4 + 1 khe PCIe 3.0,512GB,144Hz,,15.6 inches,,1920 x 1080 pixels (FullHD),2x 2 Watt  Microphone  DTS:X Ultra,,36.0 x 23.8 x 2.27 cm (W x D x H),~1.9 kg,Wi-Fi 6,Bàn phím 15 màu,,HD 720p,Windows 11 Home,Lithium-Ion 54Wh,Intel Wi-Fi 6E,Bluetooth v5.2,1x USB 2.0 Type-A  1x USB3.2 Type-A Gen1 2x USB3.2 Type-C Gen2 1x Mini DisplayPort 1.4 1x Công đầu ra HDMI I (HDCP) 1x 2-in-1 Audio Jack 1x Microphone jack 1x RJ-45 LAN 1x DC-in Jack 1x Đầu đọc thẻ MircoSD
Gaming,laptop-hp-envy-16-h0205tx-7c0t2pa,Laptop HP Envy 16-H0205TX 7C0T2PA,18000000,43,71,hp,envy,3.3,"Sở hữu thiết kế thời thượng với màu bạc sang trọng CPU Intel Core i9-12900H cân mọi tác vụ học tập, văn phòng nhanh chóng Đồ họa RTX 3060 6GB GDDR6 cực khủng cân mọi phần mềm đồ họa hay chơi game đồ họa cao dễ dàng Màn hình 16 inch OLED cùng độ phân giải 4K với màu sắc chân thực, chính xác RAM 32GB cùng ổ cứng 512GB SSD giúp mở máy nhanh chóng, lưu trữ thoải mái",Bạc,2024,Hàn Quốc,NVIDIA Geforce RTX 3060 6GB GDDR6  Intel Iris Xe Graphics,"Intel Core i9-12900H (14 lõi / 20 luồng, 2.5 GHz - 5.0 GHz, 24MB)",32GB,DDR5 4800MHz,32GB DDR5 4800MHz 2 khe,512GB SSD M.2 NVMe,512GB,,Tấm nền OLED/AMOLED,16 inches,Màn hình gương,3840 x 2400 pixel (4K),,,35.74 x 25.18 x 1.99 cm,2.3 kg,"Wi-Fi 6, Màn hình cảm ứng, Nhận diện khuôn mặt",LED,,HD webcam,Windows 11 Home SL,"6 cell 83 Wh , Pin liền",WiFi 802.11ax,Bluetooth 5.2,1x HDMI  2x USB 3.2 2x Thunderbolt 4 1x Khe cắm thẻ nhớ micro SD 1x Audio combo
