label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Sinh viên,laptop-huawei-matebook-d14-i3-1215u,Laptop Huawei Matebook D14,15000000,51,2,huawei,matebook,3.2,"Mang thiết kế sang trọng với màu bạc sáng bóng Màn hình 14 inch Full HD cùng tấm nền IPS cho trải nghiệm chân thực, sắc nét CPU Intel Core i3-1215U cho hiệu suất cải thiện, giải quyết nhanh gọn nhiều công việc văn phòng, học tập RAM 8GB và 256GB SSD đủ để bạn thực hiện các tác vụ lưu trữ, lướt nhiều tabs web",Bạc,2023,Nhật Bản,Intel UHD Graphics,Intel Core i3-1215U,8GB,8GB LPDDR4X,8GB 8GB LPDDR4X,256GB SSD NVMe PCIe,256GB,,Tấm nền IPS,14 inches,Màn hình chống loáĐộ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),Loa kép,Vỏ kim loại,325mm x 218mm x 17.2mm,1.39 kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Bảo mật vân tay",,Cảm biến vân tay trên phím nguồn,720P,Windows 11 Home,42 Wh,IEEE 802.11a/b/g/n/ac,Bluetooth 5.0,"1x Jack 3.5 mm1 x cổng USB-C (Hỗ trợ sạc, truyền dữ liệu, kết nối màn hình)1 x  HDMIUSB-A 3.2 Gen 1 port x 21 x USB-A 2.0 port1 x RJ45"
Sinh viên,laptop-acer-aspire-5-spin-14-a5sp14-51mtn-573x,Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-573X,14990000,32,94,acer,aspire,1.7,"Sở hữu thiết kế tối giản vỏ xám cùng trọng lượng rất nhẹ chỉ 1.6 kg cho phép bạn mang theo đi học tập hay làm việc. Intel Core i5-1335U xử lý nhanh các tác vụ văn phòng, thuyết trình như Word, Excel, Powerpoint sẽ luôn chạy mượt mà. RAM 16GB chạy tốt các ứng dụng thiết kế đồ họa 2D như Photoshop, Illustrator đồng thời mở nhiều tab trình duyệt không gặp phải tình trạng giật lag. Ổ cứng SSD 512GB giúp cho việc khởi động hệ điều hành và các ứng dụng được nhanh chóng tiết kiệm nhiều thời gian chờ. Màn hình cảm ứng 14 inch Full HD+ để người dùng có thể tương tác, sáng tạo dễ dàng ngay trên chiếc màn hình máy.",Xám,2023,Singapore,Intel Iris Xe Graphics,Intel Core i5-1335U (1.3GHz up to 4.6GHz 12MB),16GB,LPDDR5 5200Mhz Onboard,16GB LPDDR5 5200Mhz Onboard,"512GB PCIe NVMe SSD (nâng cấp tối đa 2 TB HDD và 1 TB SSD PCIe Gen3 8 Gb/s up to 4 lanes, NVMe)",512GB,60Hz,Tấm nền IPS,14 inches,Acer ComfyView,1920 x 1200 pixels (FullHD+),Acer TrueHarmonyTwo built-in stereo speakers,,318.2 x 225.5 x 17.99 mm (W x D x H),1.6 kg,"Wi-Fi 6, Màn hình cảm ứng",,,1080p HD,Win 11 Home,50Wh Li-ion battery,"Wi-Fi 6E, 802.11a/b/g/n/ac/ax",Bluetooth 5,1x USB Type-C2x USB-A1x HDMI 2.11x 3.5 mm headphone/speaker jack1x DC-in jack for AC adapter
Sinh viên,laptop-lenovo-thinkpad-e14-gen-5-21jk006bvn,Laptop Lenovo ThinkPad E14 GEN 5 21JK006BVN,19790000,28,82,lenovo,thinkpad,2.5,"Trang bị chip Intel Core i5-1335U thế hệ 13 mới nhất, RAM 16GB và ổ cứng SSD 512GB PCIe, E14 Gen 5 xử lý mượt mà các tác vụ văn phòng, học tập và giải trí cơ bản. Vỏ máy đạt tiêu chuẩn quân đội Mỹ MIL-STD 810H, trang bị cảm biến vân tay, bảo vệ dữ liệu an toàn. Màn hình 14 inch cho chất lượng hiển thị tốt, góc nhìn rộng, thoải mái làm việc và giải trí. Trang bị đầy đủ các cổng kết nối cần thiết như USB-C, HDMI, USB 3.2, dễ dàng kết nối với các thiết bị ngoại vi. Trải nghiệm hệ điều hành Windows mới nhất với giao diện đẹp mắt, nhiều tính năng hiện đại và khả năng bảo mật nâng cao.",Đen,2024,Đài Loan,Intel Iris Xe,"Intel Core i5-1335U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.6GHz, E-core 0.9 / 3.4GHz, 12MB",16GB,DDR4-3200,"16GB DDR4-3200 8GB Onboard + 8GB SO-DIMM DDR4-3200 (nâng cấp tối đa 40GB DDR4, (8GB soldered + 32GB SO-DIMM))",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 ( nâng cấp tối đa 1TB),512GB,,Tấm nền IPS,14 inches,Độ sáng 300 inits  Màn hình chống chói  Độ phủ màu 45% NTSC,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD)  Synaptic® CX11880 codec  Loa âm thanh nổi, 2W x2  Dolby Atmos",Vỏ kim loại,313 x 219.3 x 17.99 mm,1.43 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",,"Đã bật Discrete TPM 2.0  Cảm ứng, tích hợp trong nút nguồn  Khe bảo mật Kensington Nano",FHD 1080p + IR Hybrid với màn trập camera,Windows 11 Home,47Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"1x USB 2.0 1x USB 3.2 Gen 1 (luôn bật) 1x Thunderbolt 4 / USB4 40Gbps, 1x USB-C 3.2 Gen 2  (truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)"
Sinh viên,laptop-dell-latitude-7400,Laptop Dell Latitude 7400,12000000,30,61,dell,latitude,3.4,"Màn hình cảm ứng 14 inch Full HD cho hình ảnh sắc nét, chân thực Chip Intel Core i5-8365U tiết kiệm điện RAM tối đa 8GB cho phép mở nhiều tab duyệt web mà không lo lag, giật 256 GB M.2 NVMe PCIe giúp tăng khả năng lưu trữ dễ dàng quản lý cho công việc Đa dạng cổng kết nối, đảm bảo quá trình làm việc không bị ngắt quảng",Đen,2024,Singapore,Intel UHD Graphics 620,"Intel Core i5-8365U Quad-Core (1.6 GHz - 4.1 GHz, 6 MB)",8GB,DDR4 (Có thể tháo ra và nâng cấp lên tối đa 32 GB),8GB DDR4 (Có thể tháo ra và nâng cấp lên tối đa 32 GB) 2 khe,256 GB M.2 NVMe PCIe,256GB,,,14 inches,,1920 x 1080 pixels (FullHD),,,322.58 x 213.36 x 20.32 mm,1.36 kg,Màn hình cảm ứng,,,,Windows 10 Pro,4-Cell: 60 Wh,Wi-Fi 5 (802.11ac),Bluetooth	5.0,"2x USB-A 3.0 / 3.1/3.2 Gen 1  1x Thunderbolt 3 (DisplayPort và Sạc)  1x HDMI 1.4  1x 1/8"" / 3.5 mm Headphone/Microphone Input/Output  1x SD"
Sinh viên,laptop-huawei-matebook-d15-r7-5700u,Laptop Huawei Matebook D15,10990000,79,46,huawei,matebook,0.0,"Màn hình 15.6 inch Full HD cùng tấm nền IPS cho chất lượng hình chính xác và sống động Cảm biến vân tay tích hợp chỉ cần một chạm để mở máy tính CPU AMD Ryzen R7-5700U mọi tác vụ văn phòng, học tập được giải quyết chỉ trong một nốt nhạc RAM 8GB chuẩn DDR4 hỗ trợ mở hàng chục tabs duyệt web cùng lúc mà không lo lag, giật Ổ cứng 512GB SSD cho không gian lưu trữ rộng rãi, thoải mái",Bạc,2021,Singapore,AMD Radeon Graphics,AMD Ryzen 7-5700U,8GB,DDR4 Onboard,8GB DDR4 Onboard,512GB SSD M.2 PCIe Gen 3.0,512GB,,Tấm nền IPS,15.6 inches,Độ sáng 250 nits,1920 x 1080 pixels (FullHD),2 x 2W speakers,,357.8 x 229.9 x 16.9 mm,1.63 kg,"Wi-Fi 6, Bảo mật vân tay",,,Camera 720P HD,Windows 11 Home,42Wh,Intel Wi-Fi 6 802.11ax,Bluetooth 5.1,1x USB-C 1x USB 3.2 Gen1 2x USB 2.0 1x HDMI 1x Combo Audio 3.5mm jack
Sinh viên,laptop-vaio-fe-14-vwnc51427-bl,Laptop Vaio FE 14 VWNC51427-BL,13990000,64,7,vaio,fe,4.1,"Mang thiết kế mới mẻ với lớp áo xanh dương thời thượng Màn hình 14.1 inch Full HD giúp hiển thị sắc nét, màu sắc chân thực CPU Intel Core i5-1235U mạnh mẽ cân mọi tác vụ học tập, văn phòng RAM 8GB chuẩn DDR4 hỗ trợ duyệt web nhanh chóng mà không lo lag, giật Không gian lưu trữ rộng rãi giúp lưu trữ nhiều tệp, tài liệu với ổ cứng 512 GB ",Xanh,2022,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5 - 1235U Gen 12 (up to 4.4 GHz, 12 MB)",8GB,DDR4,8GB DDR4,512 GB,512GB,,Tấm nền IPS,14.1 inches,,1920 x 1080 pixels (FullHD),,,,,"Wi-Fi 6, Bảo mật vân tay",,,2 MP,Windows 11 Home,55 Wh,Wi-Fi 6 (802.11ax),,1x RJ45 (Gigabit) 1x HDMI 2x USB Type-A (USB 3.1 / USB 3.2 Gen 1) 1x USB Type-A (USB 2.0) 1 x USB-C (Không xác định)
Sinh viên,laptop-dell-latitude-7480,Laptop Dell Latitude 7480,14000000,45,79,dell,latitude,2.2,"Mang thiết kế đơn giản, chắc chắn, trọng lượng gọn nhẹ chỉ 1.5 kg Giải quyết nhanh mọi tác vụ văn phòng với CPU Intel Core i5-7300U Ổ cứng 256GB SSD M2 hỗ trợ không gian lưu trữ đủ dùng 8GB RAM cho phép xử lý các tác vụ nhanh chóng, mở cùng lúc 10 tab trên Chrome cũng không bị giật, lag Tích hợp đa dạng các cổng kết nối: USB-C, DisplayPort,... ",Đen,2024,Hàn Quốc,Intel HD Graphics 620,Intel Core i5-7300U (2.6GHz up to 3.50 GHz 3MB),8GB,DDR4 2133MHz,8GB DDR4 2133MHz,256GB SSD M2,256GB,,,14.1 inches,,1920 x 1080 pixels (FullHD),,,,1.5 kg,,,,HD Webcam,Windows 10 Home,"4-cell, 60 Wh Li-ion",Intel Dual Band Wireless-AC 7260,Bluetooth 4.1,4x USB 3.0  1x Mini DisplayPort 1x Đầu đọc thẻ SD 4 trong 1 1x Headphone/microphone Combo
Sinh viên,laptop-lenovo-thinkpad-x1-carbon-gen-5,Laptop Lenovo Thinkpad X1 Carbon gen 5,14000000,53,19,lenovo,thinkpad,2.4,"Sử dụng CPU Intel Core i5 6300U giúp bạn xử lý tốt các tác vụ văn phòng Trang bị nhiều cổng kết nối giúp quá trình truyền và xuất dữ liệu trở nên dễ dàng, thông dụng hơn: Thẻ nhớ Micro SD, Cổng USB Type-C,... Màn hình 14 inch kết hợp cùng độ phủ màu 100% sRGB cho chất lượng hiển thị hình ảnh trở lên tốt hơn Thiết kế laptop sang trọng, mỏng nhẹ, trọng lượng chi 1.13 kg, thích hợp cho những bạn sinh viên mang theo bên mình RAM 8GB kết hợp cùng ổ cứng SSD giúp bạn mở được nhiều tab và chứa được nhiều dữ liệu hơn",Xám,2024,Nhật Bản,Intel HD 520,"Intel Core i5 6300U (3MB Cache, 2 nhân/4 luồng, 2.4GHz)",8GB,LPDDR3 1866MHz,8GB LPDDR3 1866MHz 1 khe RAM 8GB,256GB (M.2 NVMe),256GB,60 Hz,Tấm nền IPS,14 inches,Độ sáng tối đa 300nits Độ phủ màu 100% sRGB,1920 x 1080 pixels (FullHD),,Vỏ kim loại,323.5 x 217.1 x 15.95 mm ( Dài x Rộng x Cao),1.13 kg,,,,Có,Windows 10 Pro,57WHr Li-Polymer,,,2 x Cổng USB 3.1 Gen 1 Type-A 2 x Cổng USB Type-C tích hợp Thunderbolt 3 1 x Thẻ nhớ Micro SD 1 x Jack cắm tai nghe 1 x Cổng mini Display port 1 x Cổng HDMIEthernet Lenovo
Sinh viên,laptop-asus-expertbook-b1-b1402cva-nk0104w,Laptop ASUS ExpertBook B1 B1402CVA-NK0104W,15000000,18,36,asus,expertbook,1.7,"Sức mạnh của bộ vi xử lý Intel Core i3 giúp máy tính xử lý mọi nhiệm vụ cơ bản một cách hiệu quả. RAM 8GB và ổ cứng SSD 256GB tăng cường tốc độ và sự mượt mà khi sử dụng. Màn hình 14 inch độ phân giải Full HD mang đến trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản rõ nét và sống động. Phần vỏ máy được chế tác tỉ mỉ, tạo nên một thiết kế chắc chắn, sang trọng và bền bỉ.",Đen,2021,Singapore,Intel UHD Graphics,"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",8GB,DDR4 Onboard,8GB DDR4 Onboard,256GB M.2 2280 NVMe PCIe 4.0 SSD,256GB,60 Hz,Tấm nền TN,14 inches,LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh Dirac Loa tích hợp,Vỏ nhựa,32.69 x 21.45 x 1.99 cm (W x H x D),1.46 kg,"Wi-Fi 6, Bảo mật vân tay",,"Cảm biến vân tay Khe bảo mật Kensington Nano (6x 2,5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đun nền tảng (TPM) 2.0",720p HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax),Bluetooth 5.2,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet
Sinh viên,laptop-xiaomi-redmibook-15-jyu4505ap,Laptop Xiaomi RedmiBook 15 JYU4505AP,18000000,79,63,xiaomi,redmibook,1.0,"Ram 8GB, Chip Intel Core i3 thế hệ 11 - Xử lý liền mạch các tác vụ hằng ngày Lưu trữ thoải mái, khởi động nhanh  - 256GB SSD Màn hình FHD, kích thước 15.6 inch - Màn hình lớn cải thiện chất lượng làm việc Mỏng và nhẹ - Nặng chỉ 1.8kg, dày 19.9mm Thực hiện cuộc gọi qua video - Tích hợp camera 720P",Đen,2024,Hàn Quốc,Intel Iris UHD,Intel Core i3-1115G4,8GB,DDR4 Tốc độ bus 3200MHz,8GB DDR4 Tốc độ bus 3200MHz,SSD 256 GB,SSDGB,,Tấm nền IPS,15.6 inches,Độ sáng: 220 nit   Tỷ lệ tương phản: 500:1  Gam màu: NTSC 45%  Góc xem: 90°(H),1920 x 1080 pixels (FullHD),Hai loa stereo 2W + 2W; Âm thanh DTS,Vỏ kim loại,"363,8 x 243,5 x 19,9mm",1.8 kg,,,,720P,Windows 11 Home SL,46Wh,"Wi-Fi 5 2,4GHz/5GHz",v5.0,"1 x Cổng HDMI 1.4   2 x USB 3,2 Gen1, 1 x USB 2,0  Khóa Kensington: Có  Ethernet (Lan): RJ45  Cổng ra âm thanh kỹ thuật số quang học: Có  1 x Đầu cắm tai nghe 3,5 mm  Khe SD: SD 3.0"
Sinh viên,laptop-msi-modern-14-c13m-458vn,Laptop MSI Modern 14 C13M-458VN,11990000,26,43,msi,modern,1.2,"Sở hữu thiết kế cực mỏng nhẹ với trọng lượng chỉ 1.4 kg CPU Intel Core i5-1335U hỗ trợ bạn làm việc, học tập, giải trí một cách đơn giản, trơn tru Chip đồ họa Intel Iris Xe Graphics đáp ứng nhu cầu đồ họa văn phòng đơn giản RAM 8GB cho tốc độ đa nhiệm, không giật lag khi mở chục tabs Chrome cùng lúc Ổ cứng 512GB SSD mang đến dung lượng lưu trữ cực lớn thoải mái tải về phần mềm, tải phim Màn hình 14 inch Full HD và tấm nền IPS hỗ trợ làm việc, giải trí cực nét",Đen,2022,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i5-1335U (1.3 GHz - 4.6GHz, 12MB, 10 lõi / 12 luồng)",8GB,DDR4 3200MHz Onboard,8GB DDR4 3200MHz Onboard,512GB SSD M.2 NVMe / 1 x M.2 NVMe,512GB,60Hz,Tấm nền IPS,14 inches,"Chống chói, góc mở 180 độ",1920 x 1080 pixels (FullHD),,,320 x 223 x 19.5 mm,1.4 kg,Wi-Fi 6,Single LED - Trắng,,HD webcam,Windows 11 Home,"3 cell, 39.3Whr",WiFi 802.11ax,Bluetooth 5.2,1x HDMI  1x USB Type C / DisplayPort / Sạc  1x USB 3.2  2x USB 2.0  1x micro SD Audio combo
Sinh viên,laptop-msi-modern-15-b13m-438vn,Laptop MSI Modern 15 B13M-438VN,12490000,67,43,msi,modern,3.7,"Mang vẻ ngoài sang trọng cùng thiết kế gọn nhẹ, không gây áp lực lớn lên vai của bạn CPU i5 1335U cùng card đồ họa Intel UHD giúp bạn xử lý ổn thỏa các tác vụ văn phòng Ổ cứng SSD 512GB cùng RAM 8GB giúp lưu trữ dữ liệu tốt và máy tính chạy mượt hơn Laptop trang bị nhiều cổng kết nối giúp quá trình sử dụng trở nên thuận tiện hơn: Cổng Type C, USB 2.0, USB 3.2, HDMI,...",Đen,2024,Singapore,Intel Iris Xe Graphics,"Core i5-1335U (12MB Cache, up to 4.6.0 GHz, 10 lõi, 12 luồng)",8GB,DDR4 3200 MHz Onboard (không nâng cấp),8GB DDR4 3200 MHz Onboard (không nâng cấp),512GB M2. PCIe,512GB,60Hz,Tấm nền IPS,15.6 inches,Công nghệ màn hình FHD Độ sáng 300 nits Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),HD Audio,Vỏ nhựa,359 x 241 x 19.9 mm (Dài x Rộng X Cao),1.7 kg,Wi-Fi 6,Đèn LED màu trắng,,HD Webcam (720p Webcam),Windows 11 Home,"65 W, 3-Cell (pin Li-po)",6 802.11 ax,Bluetooth v5.2,1x Đầu đọc thẻ1x Giắc cắm DC1x HDMI1x Type C1x USB 3.2 Gen 22x USB 2.0
Sinh viên,laptop-lenovo-thinkpad-x260,Laptop Lenovo Thinkpad X260,20000000,25,30,lenovo,thinkpad,3.8,"Sử dụng chip i7-6600U cùng card màn hình Intel HD Graphics 520 giúp xử lý tốt các tác vụ văn phòng RAM 16GB giúp bạn mở cùng lúc nhiều tab nhưng không lo lag máy Màn hình 12.5 inch Full HD hiển thị tốt hình ảnh, màu sắc Thiết kế nhỏ gọn, trọng lượng chỉ 1.3 kg, thích hợp mang theo đi chơi, đi làm đều thích hợp",Đen,2022,Singapore,Intel HD Graphics 520,"Intel Core i7-6600U 3.4 GHz, 4M Cache",16GB,DDR4,16GB DDR4,128GB SSD,128GB,,Tấm nền IPS,12.5 inches,Độ sáng tối đa 300nits,1920 x 1080 pixels (FullHD),Dolby Advanced Audio v2,,305.5 x 208.5 x 20.3 mm (Dài x Rộng x Cao),1.3 kg,,,,720p HD Camera,Windows 10 Pro,72 WHr,WiFi 2 x 2 802.11,Bluetooth 4.2,3 x USB 3.0 1 x RJ45 1 x Mini DisplayPort 1 x HDMI 1 x Đầu đọc thẻ 4 trong 1 1 x Jack cắm 3.5 mm Microphone / Headphone 1 x Đầu đọc thẻ thông minh
Sinh viên,laptop-hp-15s-fq4006tu-4x754pa,Laptop HP 15S-FQ4006TU 4X754PA,12000000,68,96,hp,15s-fq4006tu,0.0,"Sở hữu lớp vỏ bạc tinh tế, mang đến vẻ đẹp tối giản nhưng cũng không kém phần thanh lịch. Khối lượng 1.69 kg dễ dàng bỏ vào balo, mang đến khắp mọi nơi để học tập, làm việc. Bộ vi xử lý Intel Core i7-1195G7 và card Intel Iris Xe Graphics giải quyết nhẹ nhàng mọi tác vụ học tập, làm việc trên Word, Excel, PowerPoint,... hay chỉnh sửa ảnh, thiết kế cơ bản trên Figma, Canva,... một cách mượt mà. RAM 8 GB cho phép bạn vừa soạn thảo văn bản trên Word vừa nghe nhạc giải trí mà vẫn trơn tru, suôn sẻ. Ổ cứng SSD 256 GB cho không gian lưu trữ rộng, thoải mái lưu nhiều file tập tin nặng mà không lo đầy dung lượng. Màn hình 15.6 inch cho không gian hiển thị rộng rãi cùng độ sáng 250 nits giúp bạn quan sát rõ mọi nội dung trên màn hình trong điều kiện văn phòng mát mẻ. ",Bạc,2024,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i7-1195G7 (up to 5.0 GHz, 12 MB L3 cache, 4 lõi / 8 luồng)",8GB,DDR4-3200 MHz RAM,8GB DDR4-3200 MHz RAM 2 x 4 GB,256 GB PCIe NVMe M.2 SSD,256GB,,,15.6 inches,Viền nhỏ Màn hình chống chói Độ sáng 250 nits Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),Loa kép,,35.85 x 24.2 x 1.79 cm (W x D x H),1.69 kg,Wi-Fi 6,,McAfee LiveSafe,HP True Vision 720p,Windows 11 Home,"3-cell, 41 Wh Li-ion",Wi-Fi Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Bluetooth 5 combo,1x USB Type-C 2x USB Type-A  1x HDMI 1.4b 1x Pin thông minh AC 1x Headphone/microphone combo
Sinh viên,laptop-asus-vivobook-s-14-flip-tp3402va-lz025w,Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ025W,19000000,32,97,asus,vivobook,0.0,"Sở hữu thiết kế sang trọng, màu bạc sáng bóng dễ dàng thu hút mọi người CPU I3-1315U giúp bạn thực hiện các tác vụ văn phòng một cách tối đa, xử lý ảnh nhẹ RAM 8GB hỗ trợ mở các tab ổn định, không lag Ổ cứng 256GB SSD giúp bạn lưu trữ không gian cực lớn, không cần sao chép qua USB Trang bị laptop có thiết kế gập và màn hình cảm ứng đem lại trải nghiệm tối đa",Bạc,2021,Trung Quốc,Intel UHD Graphics,"I3-1315U 2 GHz (10MB cache, up to 4.5 GHz, 6 lõi/8 luồng)",8GB,DDR4 Onboard,8GB DDR4 Onboard 8GB onboard + 1 khe ramNâng cấp tối đa 16GB,SSD 256GB M.2 NVMe PCIe 4.0,SSDGB,60 Hz,Tấm nền IPS,14 inches,Độ sáng tối đa 300nits Độ phủ màu 45% NTSCMàn hình chống chói,1920 x 1200 pixels (WUXGA),Công nghệ Amp thông minh Loa tích hợp Micrô mảng tích hợp Harman/kardon (Mainstream)Điều khiển bằng giọng nói với hỗ trợ nhận dạng giọng nói Cortana và Alexa,Vỏ kim loại,31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D),1.5 kg,Wi-Fi 6,,McAfee LiveSafe 30 ngày dùng thử miễn phíTrusted Platform Module MyASUS feature System diagnosis,FHD 1080p với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, Li-ion 3 cell",Wi-Fi 6E(802.11ax),Bluetooth 5,1x USB 2.0 Type-A 1x USB 3.2 Gen 2 Type-A1x USB 3.2 Gen 2 Type-C support display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack1x DC-in
Sinh viên,surface-laptop-4,Surface Laptop 4 Ryzen 5 / 8GB / 256 GB / 13.5 inches Nhập khẩu chính Hãng,12000000,77,76,microsoft,surface,5.0," Thiết kế thanh lịch, màu sắc đa dạng - Nhỏ gọn với trọng lượng chỉ 1.27 kg, nhiều màu sắc cá tính  Không gian giải trí sắc nét ấn tượng - Màn hình 13.5"""" 2256 x 1504 pixels, Tấm nền IPS  Vượt trội với chip set MD Ryzen 5 4680U, 8GB RAM, ổ cứng 256GB  Hỗ trợ làm việc tiện lợi hơn - Màn hình cảm ứng, hỗ trợ bàn phím cao cấp, kết nối đa dạng",Bạc,2023,Trung Quốc,AMD Radeon™ Graphics,AMD Ryzen™ 5 4680U 6 nhân,8GB,LPDDR4,8GB LPDDR4,256GB,256GB,,Tấm nền IPS,13.5 inches,"PixelSense™ Display, Tỉ lệ khung ảnh 3:2",2256 x 1504 pixels,Loa 2W với Dolby® Audio™ và Dual far-field Studio Mics,,308 x 223 x 14.5 mm,1.27 kg,"Wi-Fi 6, Màn hình cảm ứng",,,HD 720p Camera,Window 10 Home,"47.4 Wh, thời lượng pin lên đến 19 giờ (đối với các tác vụ thông thường)",Wi-Fi 6: 802.11ax,5.0,1 x USB-C  1 x USB-A  Jack cắm 3.5 mm  1 x cổng kết nối Surface
Sinh viên,laptop-msi-modern-14-b11mou-1030vn,Laptop MSI Modern 14 B11MOU 1030VN,25000000,53,7,msi,modern,4.2,"Chip Core i3-1115G4 cùng card Intel UHD Graphics chạy tốt các tác vụ văn phòng hay chiến các tựa game nhẹ như Fifa, LOL. Ram 8GB + 1 khe trống cho phép nâng cấp tối đa đến 64GB, ổ cứng SSD 256GB. Màn hình 14.0 inch độ phân giải Full HD mang lại chất lượng hiển thị sắc nét. Tích hợp web cam 720p cho phép họp online hay trò chuyện qua video call. Thiết kế vỏ kim loại cứng cáp, siêu mỏng nhẹ chỉ 1.3kg. Máy đi kèm Windows 11 bản quyền.",Xám,2023,Hàn Quốc,Intel UHD Graphics,Intel Core i3-1115G4,8GB,"DDR4 3200MHz, 2 khe tối đa 64GB","8GB DDR4 3200MHz, 2 khe tối đa 64GB",256GB NVMe PCIe SSD,256GB,,Tấm nền IPS,14 inches,,1920 x 1080 pixels (FullHD),2 Loa,,319 x 219 x 16.9 mm,1.3 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,"3 cell , 39Whr",Intel Wi-Fi 6 AX201(2*2 ax),v5.1,1x Type-C USB3.2 Gen2  2x Type-A USB3.2 Gen1  1x (4K @ 60Hz) HDMI  1x Mic-in/Headphone-out Combo Jack  1x SD
Sinh viên,laptop-hp-240-g9-6l1y2pa,Laptop HP 240 G9 6L1Y2PA,18000000,59,96,hp,hp,4.3,"Trang bị Intel Core i5 1235U xử lý tốt từ các tác vụ như Word, Excel, Powerpoint cho đến chỉnh sửa hình ảnh cơ bản RAM 8 GB cho khả năng vận hành các ứng dụng văn phòng cũng như nghe nhạc trên Spotify, YouTube và tìm kiếm thông tin trên Chrome Ổ cứng SSD 512 GB đủ để lưu trữ mọi tài liệu học tập cũng như công việc Màn hình 14 inch cùng tấm nền IPS thoải mái, chia sẻ thông tin với những người ngồi bên cạnh Trang bị chip TPM 2.0 với khả năng bảo mật tốt hơn, bảo vệ dữ liệu an toàn",Bạc,2023,Singapore,Intel UHD Graphics,"Intel Core i5 Alder Lake - 1235U (1.30 GHz, 10 lõi / 12 luồng, Turbo Boost 4.4 GHz, 12 MB)",8GB,DDR4 3200 MHz,"8GB DDR4 3200 MHz 2 khe (1 khe 8 GB + 1 khe rời, nâng cấp tối đa 16 GB)","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",512GB,60 Hz,Tấm nền IPS,14 inches,Màn hình chống chói  Độ sáng 250 nits,1920 x 1080 pixels (FullHD),Realtek High Definition Audio,Vỏ nhựa,324 x 225.9 x 19.9 mm (Dài x Rộng x Dày),1.47 kg,Wi-Fi 6,,TPM 2.0,HD webcam,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",Wi-Fi 6 (802.11ax),Bluetooth 5.2,1x HDMI 1x Jack tai nghe 3.5 mm 1x LAN (RJ45) 2x USB 3.1 1x USB Type-C
